DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
ANTIOQUIA,ALEJANDRÍA,5021000,CARTA EXTORSIVA,16/06/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,24/06/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,18/07/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,25/08/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,05/09/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,16/09/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,30/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,13/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,25/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,01/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,11/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CARTA EXTORSIVA,20/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETANIA,5091000,CARTA EXTORSIVA,16/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETULIA,5093000,CARTA EXTORSIVA,17/02/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BRICEÑO,5107000,CARTA EXTORSIVA,23/08/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,5120000,CARTA EXTORSIVA,01/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,5129000,CARTA EXTORSIVA,13/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,CARTA EXTORSIVA,05/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,5212000,CARTA EXTORSIVA,09/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,5266000,CARTA EXTORSIVA,26/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,5308000,CARTA EXTORSIVA,04/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,CARTA EXTORSIVA,15/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,CARTA EXTORSIVA,31/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,5380000,CARTA EXTORSIVA,15/07/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,5380000,CARTA EXTORSIVA,11/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,03/02/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,25/02/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,06/06/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,14/08/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,15/08/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,20/08/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,31/08/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,15/09/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,16/09/2020,NO REPORTA,NO REPORTA,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,02/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,12/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,28/10/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,01/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,07/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,16/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,20/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,29/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,01/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,06/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,06/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,07/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,11/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,14/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,15/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,20/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,21/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,22/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CARTA EXTORSIVA,31/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,RIONEGRO,5615000,CARTA EXTORSIVA,07/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANALARGA,5628000,CARTA EXTORSIVA,09/07/2020,MASCULINO,MENORES,1
ANTIOQUIA,SABANETA,5631000,CARTA EXTORSIVA,26/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SOPETRÁN,5761000,CARTA EXTORSIVA,10/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,URRAO,5847000,CARTA EXTORSIVA,01/02/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,VEGACHÍ,5858000,CARTA EXTORSIVA,15/09/2020,MASCULINO,ADULTOS,1
ARAUCA,ARAUCA (CT),81001000,CARTA EXTORSIVA,14/01/2020,NO REPORTA,NO REPORTA,1
ARAUCA,ARAUCA (CT),81001000,CARTA EXTORSIVA,24/02/2020,NO REPORTA,NO REPORTA,1
ARAUCA,ARAUCA (CT),81001000,CARTA EXTORSIVA,10/07/2020,MASCULINO,ADULTOS,1
ARAUCA,ARAUCA (CT),81001000,CARTA EXTORSIVA,21/07/2020,MASCULINO,ADULTOS,1
ARAUCA,ARAUCA (CT),81001000,CARTA EXTORSIVA,07/10/2020,FEMENINO,ADULTOS,1
ARAUCA,SARAVENA,81736000,CARTA EXTORSIVA,23/09/2020,MASCULINO,ADULTOS,1
ARAUCA,TAME,81794000,CARTA EXTORSIVA,02/09/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,CARTA EXTORSIVA,15/01/2020,FEMENINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,CARTA EXTORSIVA,25/05/2020,NO REPORTA,NO REPORTA,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,CARTA EXTORSIVA,31/05/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,CARTA EXTORSIVA,10/10/2020,FEMENINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,CARTA EXTORSIVA,23/10/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,CARTA EXTORSIVA,14/12/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,CARTA EXTORSIVA,27/12/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,SANTO TOMÁS,8685000,CARTA EXTORSIVA,11/11/2020,FEMENINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,8758000,CARTA EXTORSIVA,05/06/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,8758000,CARTA EXTORSIVA,12/06/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,8758000,CARTA EXTORSIVA,04/07/2020,MASCULINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,8758000,CARTA EXTORSIVA,15/10/2020,MASCULINO,ADULTOS,1
BOLÍVAR,ARJONA,13052000,CARTA EXTORSIVA,23/10/2020,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,CARTA EXTORSIVA,15/02/2020,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,CARTA EXTORSIVA,12/07/2020,FEMENINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,CARTA EXTORSIVA,04/08/2020,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,CARTA EXTORSIVA,23/10/2020,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,CARTA EXTORSIVA,30/10/2020,FEMENINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,CARTA EXTORSIVA,22/12/2020,MASCULINO,ADULTOS,1
BOLÍVAR,NOROSÍ,13490000,CARTA EXTORSIVA,13/10/2020,MASCULINO,ADULTOS,2
BOLÍVAR,SAN MARTÍN DE LOBA,13667000,CARTA EXTORSIVA,15/12/2020,MASCULINO,ADULTOS,6
BOLÍVAR,SANTA ROSA,13683000,CARTA EXTORSIVA,20/10/2020,MASCULINO,ADULTOS,1
BOYACÁ,CHITA,15183000,CARTA EXTORSIVA,05/10/2020,FEMENINO,ADULTOS,1
BOYACÁ,DUITAMA,15238000,CARTA EXTORSIVA,20/02/2020,MASCULINO,ADULTOS,1
BOYACÁ,SUTAMARCHÁN,15776000,CARTA EXTORSIVA,18/02/2020,MASCULINO,ADULTOS,1
BOYACÁ,TUNJA (CT),15001000,CARTA EXTORSIVA,18/06/2020,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,CARTA EXTORSIVA,07/01/2020,MASCULINO,ADULTOS,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,CARTA EXTORSIVA,13/07/2020,MASCULINO,ADULTOS,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,CARTA EXTORSIVA,09/09/2020,FEMENINO,ADULTOS,1
CAQUETÁ,EL DONCELLO,18247000,CARTA EXTORSIVA,30/03/2020,MASCULINO,ADULTOS,1
CAQUETÁ,FLORENCIA (CT),18001000,CARTA EXTORSIVA,02/07/2020,MASCULINO,ADULTOS,1
CAQUETÁ,FLORENCIA (CT),18001000,CARTA EXTORSIVA,10/08/2020,MASCULINO,ADULTOS,1
CAQUETÁ,PUERTO RICO,18592000,CARTA EXTORSIVA,02/03/2020,MASCULINO,ADULTOS,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,CARTA EXTORSIVA,02/10/2020,MASCULINO,ADULTOS,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,CARTA EXTORSIVA,10/11/2020,MASCULINO,ADULTOS,1
CASANARE,PAZ DE ARIPORO,85250000,CARTA EXTORSIVA,13/09/2020,FEMENINO,ADULTOS,1
CASANARE,PAZ DE ARIPORO,85250000,CARTA EXTORSIVA,05/11/2020,MASCULINO,ADULTOS,1
CASANARE,TRINIDAD,85430000,CARTA EXTORSIVA,21/07/2020,MASCULINO,ADULTOS,1
CASANARE,YOPAL (CT),85001000,CARTA EXTORSIVA,12/06/2020,NO REPORTA,NO REPORTA,1
CASANARE,YOPAL (CT),85001000,CARTA EXTORSIVA,22/09/2020,MASCULINO,ADULTOS,1
CASANARE,YOPAL (CT),85001000,CARTA EXTORSIVA,26/10/2020,MASCULINO,ADULTOS,1
CAUCA,BALBOA,19075000,CARTA EXTORSIVA,03/07/2020,NO REPORTA,NO REPORTA,1
CAUCA,CALDONO,19137000,CARTA EXTORSIVA,25/11/2020,NO REPORTA,NO REPORTA,1
CAUCA,CALDONO,19137000,CARTA EXTORSIVA,12/12/2020,MASCULINO,ADULTOS,1
CAUCA,CALOTO,19142000,CARTA EXTORSIVA,02/06/2020,FEMENINO,ADULTOS,1
CAUCA,CALOTO,19142000,CARTA EXTORSIVA,20/08/2020,MASCULINO,ADULTOS,1
CAUCA,CALOTO,19142000,CARTA EXTORSIVA,03/10/2020,MASCULINO,ADULTOS,1
CAUCA,EL TAMBO,19256000,CARTA EXTORSIVA,01/10/2020,MASCULINO,ADULTOS,1
CAUCA,MORALES,19473000,CARTA EXTORSIVA,21/07/2020,MASCULINO,ADULTOS,1
CAUCA,PATÍA,19532000,CARTA EXTORSIVA,04/07/2020,MASCULINO,ADULTOS,1
CAUCA,PIENDAMÓ,19548000,CARTA EXTORSIVA,09/10/2020,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,CARTA EXTORSIVA,27/05/2020,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,CARTA EXTORSIVA,09/06/2020,NO REPORTA,NO REPORTA,1
CAUCA,POPAYÁN (CT),19001000,CARTA EXTORSIVA,22/06/2020,FEMENINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,CARTA EXTORSIVA,17/08/2020,FEMENINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,CARTA EXTORSIVA,19/08/2020,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,CARTA EXTORSIVA,18/11/2020,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,CARTA EXTORSIVA,07/12/2020,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,CARTA EXTORSIVA,30/10/2020,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CARTA EXTORSIVA,12/06/2020,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CARTA EXTORSIVA,27/06/2020,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CARTA EXTORSIVA,08/09/2020,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CARTA EXTORSIVA,07/10/2020,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CARTA EXTORSIVA,28/12/2020,MASCULINO,ADULTOS,1
CAUCA,SOTARA,19760000,CARTA EXTORSIVA,07/08/2020,MASCULINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CARTA EXTORSIVA,04/11/2020,MASCULINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CARTA EXTORSIVA,10/11/2020,MASCULINO,ADULTOS,1
CESAR,LA JAGUA DE IBIRICO,20400000,CARTA EXTORSIVA,03/03/2020,MASCULINO,ADULTOS,1
CESAR,MANAURE,20443000,CARTA EXTORSIVA,01/08/2020,MASCULINO,ADULTOS,1
CESAR,PAILITAS,20517000,CARTA EXTORSIVA,16/06/2020,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,CARTA EXTORSIVA,17/01/2020,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,CARTA EXTORSIVA,19/03/2020,FEMENINO,ADULTOS,1
CHOCÓ,BAJO BAUDÓ,27077000,CARTA EXTORSIVA,06/07/2020,FEMENINO,ADULTOS,1
CHOCÓ,ISTMINA,27361000,CARTA EXTORSIVA,16/10/2020,MASCULINO,ADULTOS,1
CHOCÓ,NUQUÍ,27495000,CARTA EXTORSIVA,07/09/2020,MASCULINO,ADULTOS,1
CHOCÓ,QUIBDÓ (CT),27001000,CARTA EXTORSIVA,02/08/2020,FEMENINO,ADULTOS,1
CHOCÓ,QUIBDÓ (CT),27001000,CARTA EXTORSIVA,24/08/2020,NO REPORTA,NO REPORTA,1
CHOCÓ,QUIBDÓ (CT),27001000,CARTA EXTORSIVA,01/10/2020,NO REPORTA,NO REPORTA,1
CHOCÓ,QUIBDÓ (CT),27001000,CARTA EXTORSIVA,25/12/2020,MASCULINO,ADULTOS,1
CÓRDOBA,CERETÉ,23162000,CARTA EXTORSIVA,15/08/2020,FEMENINO,ADULTOS,1
CÓRDOBA,MONTELÍBANO,23466000,CARTA EXTORSIVA,07/10/2020,MASCULINO,ADULTOS,1
CÓRDOBA,PLANETA RICA,23555000,CARTA EXTORSIVA,18/11/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,04/01/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,07/01/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,01/02/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,05/02/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,11/02/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,21/02/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,27/02/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,06/03/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,09/03/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,10/05/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,12/06/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,13/06/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,14/06/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,15/06/2020,MASCULINO,ADULTOS,2
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,22/06/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,24/06/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,30/06/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,13/07/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,03/08/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,06/08/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,11/08/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,18/08/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,31/08/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,11/09/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,14/09/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,17/09/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,22/09/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,01/10/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,08/10/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,10/10/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,01/11/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,09/11/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,14/11/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,25/11/2020,MASCULINO,ADULTOS,2
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,01/12/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,28/12/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARTA EXTORSIVA,30/12/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,CHÍA,25175000,CARTA EXTORSIVA,23/10/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,MOSQUERA,25473000,CARTA EXTORSIVA,11/03/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,MOSQUERA,25473000,CARTA EXTORSIVA,07/09/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SASAIMA,25718000,CARTA EXTORSIVA,17/05/2020,FEMENINO,ADULTOS,1
CUNDINAMARCA,SILVANIA,25743000,CARTA EXTORSIVA,06/11/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,CARTA EXTORSIVA,02/02/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,CARTA EXTORSIVA,16/03/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,CARTA EXTORSIVA,27/11/2020,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,CARTA EXTORSIVA,09/12/2020,MASCULINO,ADULTOS,1
GUAJIRA,ALBANIA,44035000,CARTA EXTORSIVA,28/06/2020,MASCULINO,ADULTOS,1
GUAJIRA,MAICAO,44430000,CARTA EXTORSIVA,19/09/2020,FEMENINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,CARTA EXTORSIVA,25/09/2020,FEMENINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,CARTA EXTORSIVA,29/09/2020,FEMENINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,CARTA EXTORSIVA,01/10/2020,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,CARTA EXTORSIVA,26/10/2020,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,CARTA EXTORSIVA,05/12/2020,FEMENINO,ADULTOS,1
GUAVIARE,CALAMAR,95015000,CARTA EXTORSIVA,18/11/2020,FEMENINO,ADULTOS,1
GUAVIARE,EL RETORNO,95025000,CARTA EXTORSIVA,02/08/2020,NO REPORTA,NO REPORTA,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,CARTA EXTORSIVA,28/10/2020,FEMENINO,ADULTOS,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,CARTA EXTORSIVA,01/12/2020,MASCULINO,ADULTOS,1
HUILA,ALGECIRAS,41020000,CARTA EXTORSIVA,27/10/2020,MASCULINO,ADULTOS,1
HUILA,GIGANTE,41306000,CARTA EXTORSIVA,01/06/2020,FEMENINO,ADULTOS,1
HUILA,HOBO,41349000,CARTA EXTORSIVA,05/12/2020,MASCULINO,ADULTOS,1
HUILA,PALERMO,41524000,CARTA EXTORSIVA,20/04/2020,MASCULINO,ADULTOS,1
HUILA,SAN AGUSTÍN,41668000,CARTA EXTORSIVA,08/09/2020,FEMENINO,ADULTOS,1
MAGDALENA,CIÉNAGA,47189000,CARTA EXTORSIVA,06/01/2020,MASCULINO,ADULTOS,1
MAGDALENA,EL RETÉN,47268000,CARTA EXTORSIVA,08/10/2020,MASCULINO,ADULTOS,1
MAGDALENA,FUNDACIÓN,47288000,CARTA EXTORSIVA,02/02/2020,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,CARTA EXTORSIVA,04/03/2020,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,CARTA EXTORSIVA,09/03/2020,FEMENINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,CARTA EXTORSIVA,30/06/2020,MASCULINO,ADULTOS,1
META,ACACÍAS,50006000,CARTA EXTORSIVA,19/07/2020,MASCULINO,ADULTOS,1
META,CABUYARO,50124000,CARTA EXTORSIVA,16/01/2020,MASCULINO,ADULTOS,1
META,CUBARRAL,50223000,CARTA EXTORSIVA,07/08/2020,MASCULINO,ADULTOS,1
META,GRANADA,50313000,CARTA EXTORSIVA,22/01/2020,MASCULINO,ADULTOS,1
META,LA MACARENA,50350000,CARTA EXTORSIVA,08/01/2020,MASCULINO,ADULTOS,1
META,LA MACARENA,50350000,CARTA EXTORSIVA,15/05/2020,MASCULINO,ADULTOS,1
META,PUERTO GAITÁN,50568000,CARTA EXTORSIVA,08/08/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,11/01/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,19/03/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,31/05/2020,FEMENINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,01/06/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,06/06/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,12/06/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,03/08/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,26/09/2020,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,CARTA EXTORSIVA,23/12/2020,MASCULINO,ADULTOS,1
NARIÑO,GUALMATÁN,52323000,CARTA EXTORSIVA,04/05/2020,MASCULINO,ADULTOS,1
NARIÑO,IPIALES,52356000,CARTA EXTORSIVA,25/11/2020,MASCULINO,ADULTOS,1
